ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
8,Montpellier,Open Sud de France,2023-02-09,ATP250,Indoor,Hard,2nd Round,3,Barrere G.,Basilashvili N.,75.0,87.0,713.0,595.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.45,1.63,2.88,1.54,2.45
8,Montpellier,Open Sud de France,2023-02-10,ATP250,Indoor,Hard,Quarterfinals,3,Fils A.,Halys Q.,163.0,70.0,361.0,756.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.08,1.84,2.15,1.84,2.01,1.79
8,Montpellier,Open Sud de France,2023-02-10,ATP250,Indoor,Hard,Quarterfinals,3,Sinner J.,Sonego L.,17.0,56.0,2195.0,835.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.34,3.57,1.34,3.85,1.3,3.49
8,Montpellier,Open Sud de France,2023-02-10,ATP250,Indoor,Hard,Quarterfinals,3,Rune H.,Barrere G.,9.0,75.0,3046.0,713.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,5.36,1.21,5.54,1.18,4.82
8,Montpellier,Open Sud de France,2023-02-10,ATP250,Indoor,Hard,Quarterfinals,3,Cressy M.,Coric B.,51.0,23.0,857.0,1770.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.26,1.39,3.26,1.43,3.07,1.36
8,Montpellier,Open Sud de France,2023-02-11,ATP250,Indoor,Hard,Semifinals,3,Sinner J.,Fils A.,17.0,163.0,2195.0,361.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,4.5,1.27,4.5,1.24,4.02
8,Montpellier,Open Sud de France,2023-02-11,ATP250,Indoor,Hard,Semifinals,3,Cressy M.,Rune H.,51.0,9.0,857.0,3046.0,7.0,5.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,4.0,1.25,4.37,1.26,4.37,1.28,4.05,1.24
8,Montpellier,Open Sud de France,2023-02-12,ATP250,Indoor,Hard,The Final,3,Sinner J.,Cressy M.,17.0,51.0,2195.0,857.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.69,1.35,4.03,1.3,3.5
9,Buenos Aires,Argentina Open,2023-02-13,ATP250,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Martinez P.,74.0,73.0,702.0,726.0,6.0,1.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.91,1.91,1.83,2.07,1.91,2.07,1.83,1.96
9,Buenos Aires,Argentina Open,2023-02-13,ATP250,Outdoor,Clay,1st Round,3,Cachin P.,Monteiro T.,68.0,78.0,777.0,676.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.17,1.76,2.2,1.76,2.11,1.71
9,Buenos Aires,Argentina Open,2023-02-13,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Fognini F.,57.0,66.0,793.0,778.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.32,3.72,1.36,3.72,1.33,3.26
9,Buenos Aires,Argentina Open,2023-02-14,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Pella G.,67.0,723.0,777.0,30.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.59,2.49,1.59,2.75,1.51,2.5
9,Buenos Aires,Argentina Open,2023-02-14,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Ramos-Vinolas A.,76.0,44.0,695.0,915.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.31,1.68,2.31,1.68,2.22,1.65
9,Buenos Aires,Argentina Open,2023-02-14,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Dellien H.,82.0,107.0,651.0,501.0,3.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,2.1,1.73,2.11,1.81,2.15,1.81,2.08,1.74
9,Buenos Aires,Argentina Open,2023-02-14,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Galan D.E.,127.0,85.0,428.0,614.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.71,2.25,1.71,2.38,1.65,2.22
9,Buenos Aires,Argentina Open,2023-02-14,ATP250,Outdoor,Clay,1st Round,3,Cerundolo F.,Hanfmann Y.,30.0,134.0,1365.0,419.0,6.0,2.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.57,2.38,1.63,2.41,1.65,2.41,1.6,2.31
9,Buenos Aires,Argentina Open,2023-02-14,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Coria F.,191.0,49.0,316.0,880.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.56,1.56,2.58,1.6,2.45,1.54
9,Buenos Aires,Argentina Open,2023-02-14,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,Baez S.,90.0,36.0,591.0,1125.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,3.01,1.43,3.1,1.53,2.69,1.46
9,Buenos Aires,Argentina Open,2023-02-14,ATP250,Outdoor,Clay,1st Round,3,Varillas J. P.,Sousa J.,101.0,142.0,541.0,407.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.49,2.79,1.49,2.83,1.45,2.72
9,Buenos Aires,Argentina Open,2023-02-15,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,Molcan A.,99.0,51.0,550.0,850.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.69,2.29,1.76,2.32,1.66,2.18
9,Buenos Aires,Argentina Open,2023-02-15,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Carballes Baena R.,82.0,76.0,651.0,695.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.91,1.91,1.83,2.09,1.91,2.09,1.82,1.97
9,Buenos Aires,Argentina Open,2023-02-15,ATP250,Outdoor,Clay,2nd Round,3,Norrie C.,Diaz Acosta F.,12.0,191.0,2715.0,316.0,4.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.29,3.75,1.31,3.84,1.33,3.85,1.28,3.64
9,Buenos Aires,Argentina Open,2023-02-15,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Ugo Carabelli C.,90.0,127.0,591.0,428.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.57,2.57,1.65,2.57,1.56,2.39
9,Buenos Aires,Argentina Open,2023-02-16,ATP250,Outdoor,Clay,2nd Round,3,Alcaraz C.,Djere L.,2.0,57.0,6730.0,793.0,6.0,2.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,1.28,4.07,1.3,4.1,1.26,3.76
9,Buenos Aires,Argentina Open,2023-02-16,ATP250,Outdoor,Clay,2nd Round,3,Varillas J. P.,Thiem D.,101.0,99.0,541.0,550.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.16,1.41,3.2,1.44,2.97,1.39
9,Buenos Aires,Argentina Open,2023-02-16,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo F.,Munar J.,30.0,67.0,1365.0,777.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.56,2.6,1.62,2.6,1.58,2.37
9,Buenos Aires,Argentina Open,2023-02-16,ATP250,Outdoor,Clay,2nd Round,3,Musetti L.,Cachin P.,20.0,68.0,1821.0,777.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.59,1.36,3.59,1.32,3.32
9,Buenos Aires,Argentina Open,2023-02-16,ATP250,Outdoor,Clay,2nd Round,3,Zapata Miralles B.,Schwartzman D.,74.0,32.0,702.0,1310.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.37,1.66,2.68,1.66,2.36,1.58
9,Buenos Aires,Argentina Open,2023-02-17,ATP250,Outdoor,Clay,Quarterfinals,3,Norrie C.,Etcheverry T.,12.0,82.0,2715.0,651.0,5.0,7.0,6.0,0.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.38,1.66,2.38,1.66,2.5,1.58,2.36
9,Buenos Aires,Argentina Open,2023-02-17,ATP250,Outdoor,Clay,Quarterfinals,3,Varillas J. P.,Musetti L.,101.0,20.0,541.0,1821.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.8,1.31,3.8,1.33,3.44,1.3
9,Buenos Aires,Argentina Open,2023-02-17,ATP250,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Lajovic D.,2.0,90.0,6730.0,591.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,6.2,1.18,6.81,1.14,5.44
9,Buenos Aires,Argentina Open,2023-02-18,ATP250,Outdoor,Clay,Quarterfinals,3,Zapata Miralles B.,Cerundolo F.,74.0,30.0,702.0,1365.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.63,1.5,2.72,1.52,2.79,1.57,2.6,1.49
9,Buenos Aires,Argentina Open,2023-02-18,ATP250,Outdoor,Clay,Semifinals,3,Norrie C.,Varillas J. P.,12.0,101.0,2715.0,541.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.57,2.58,1.61,2.67,1.52,2.51
9,Buenos Aires,Argentina Open,2023-02-18,ATP250,Outdoor,Clay,Semifinals,3,Alcaraz C.,Zapata Miralles B.,2.0,74.0,6730.0,702.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.12,7.96,1.12,7.96,1.11,6.73
9,Buenos Aires,Argentina Open,2023-02-19,ATP250,Outdoor,Clay,The Final,3,Alcaraz C.,Norrie C.,2.0,12.0,6730.0,2715.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.21,5.13,1.21,5.5,1.17,4.96
10,Delray Beach,Delray Beach Open,2023-02-13,ATP250,Outdoor,Hard,1st Round,3,Kudla D.,Thompson J.,95.0,93.0,573.0,579.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.62,2.3,1.62,2.43,1.64,2.5,1.59,2.33
10,Delray Beach,Delray Beach Open,2023-02-13,ATP250,Outdoor,Hard,1st Round,3,Gomez E.,Wu T.L.,94.0,172.0,578.0,346.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.97,1.92,1.97,2.06,1.9,1.89
10,Delray Beach,Delray Beach Open,2023-02-13,ATP250,Outdoor,Hard,1st Round,3,Borges N.,Johnson S.,104.0,118.0,514.0,448.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.38,3.29,1.44,3.29,1.38,2.99
10,Delray Beach,Delray Beach Open,2023-02-13,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Otte O.,34.0,80.0,1232.0,666.0,6.0,3.0,0.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.35,3.46,1.39,3.5,1.32,3.32
10,Delray Beach,Delray Beach Open,2023-02-14,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Kovacevic A.,87.0,122.0,599.0,435.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.7,2.26,1.83,2.26,1.7,2.13
10,Delray Beach,Delray Beach Open,2023-02-14,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Altmaier D.,59.0,97.0,791.0,559.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,1.42,3.07,1.43,3.16,1.39,2.93
10,Delray Beach,Delray Beach Open,2023-02-14,ATP250,Outdoor,Hard,1st Round,3,Wolf J.J.,Ivashka I.,39.0,77.0,996.0,686.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.43,3.04,1.43,3.2,1.38,2.97
10,Delray Beach,Delray Beach Open,2023-02-14,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Daniel T.,56.0,106.0,795.0,502.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.24,1.43,3.25,1.36,3.08
10,Delray Beach,Delray Beach Open,2023-02-14,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Eubanks C.,171.0,102.0,347.0,524.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.38,1.57,2.3,1.68,2.4,1.68,2.27,1.62
10,Delray Beach,Delray Beach Open,2023-02-14,ATP250,Outdoor,Hard,1st Round,3,Albot R.,Verdasco F.,113.0,133.0,463.0,419.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.53,2.67,1.66,2.7,1.51,2.53
10,Delray Beach,Delray Beach Open,2023-02-14,ATP250,Outdoor,Hard,1st Round,3,Pecotic M.,Sock J.,784.0,143.0,24.0,405.0,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,4.0,1.25,4.25,1.26,4.5,1.26,3.98,1.24
10,Delray Beach,Delray Beach Open,2023-02-15,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Shelton B.,55.0,42.0,796.0,964.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.16,1.77,2.35,1.77,2.14,1.7
10,Delray Beach,Delray Beach Open,2023-02-15,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Borges N.,33.0,104.0,1275.0,514.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.53,2.71,1.53,3.0,1.46,2.7
10,Delray Beach,Delray Beach Open,2023-02-15,ATP250,Outdoor,Hard,2nd Round,3,Mcdonald M.,Nishioka Y.,56.0,34.0,795.0,1232.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.1,1.73,1.99,1.92,2.15,1.92,2.01,1.79
10,Delray Beach,Delray Beach Open,2023-02-15,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Pecotic M.,55.0,784.0,796.0,24.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.19,5.46,1.19,6.05,1.15,5.31
10,Delray Beach,Delray Beach Open,2023-02-16,ATP250,Outdoor,Hard,2nd Round,3,Mmoh M.,Shapovalov D.,87.0,27.0,599.0,1560.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.75,1.29,4.01,1.29,4.01,1.3,3.65,1.28
10,Delray Beach,Delray Beach Open,2023-02-16,ATP250,Outdoor,Hard,2nd Round,3,Albot R.,Vukic A.,113.0,171.0,463.0,347.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.21,1.75,2.21,1.76,2.1,1.73
10,Delray Beach,Delray Beach Open,2023-02-16,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Kudla D.,18.0,95.0,1835.0,573.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.17,6.05,1.18,6.05,1.16,5.18
10,Delray Beach,Delray Beach Open,2023-02-16,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Wolf J.J.,59.0,39.0,791.0,996.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.46,1.62,2.58,1.67,2.33,1.6
10,Delray Beach,Delray Beach Open,2023-02-17,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Gomez E.,7.0,94.0,3455.0,578.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.1,9.0,1.1,9.33,1.07,8.04
10,Delray Beach,Delray Beach Open,2023-02-17,ATP250,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Giron M.,33.0,55.0,1275.0,796.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.91,1.91,2.11,1.82,2.11,1.91,1.98,1.82
10,Delray Beach,Delray Beach Open,2023-02-17,ATP250,Outdoor,Hard,Quarterfinals,3,Albot R.,Paul T.,113.0,18.0,463.0,1835.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,5.5,1.14,6.61,1.15,6.61,1.16,5.54,1.14
10,Delray Beach,Delray Beach Open,2023-02-18,ATP250,Outdoor,Hard,Quarterfinals,3,Mcdonald M.,Mmoh M.,56.0,87.0,795.0,599.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.5,1.55,2.65,1.64,2.68,1.51,2.53
10,Delray Beach,Delray Beach Open,2023-02-18,ATP250,Outdoor,Hard,Quarterfinals,3,Fritz T.,Mannarino A.,7.0,59.0,3455.0,791.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.28,4.07,1.28,4.33,1.25,3.86
10,Delray Beach,Delray Beach Open,2023-02-18,ATP250,Outdoor,Hard,Semifinals,3,Kecmanovic M.,Albot R.,33.0,113.0,1275.0,463.0,7.0,6.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.4,1.38,3.31,1.38,3.45,1.34,3.22
10,Delray Beach,Delray Beach Open,2023-02-19,ATP250,Outdoor,Hard,Semifinals,3,Fritz T.,Mcdonald M.,7.0,56.0,3455.0,795.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.7,1.35,3.7,1.31,3.41
10,Delray Beach,Delray Beach Open,2023-02-19,ATP250,Outdoor,Hard,The Final,3,Fritz T.,Kecmanovic M.,7.0,33.0,3455.0,1275.0,6.0,0.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.29,3.75,1.31,3.85,1.32,3.85,1.29,3.62
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-13,ATP500,Indoor,Hard,1st Round,3,Gasquet R.,Carreno Busta P.,45.0,16.0,910.0,2285.0,2.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.75,1.44,2.83,1.48,2.9,1.48,2.74,1.44
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-13,ATP500,Indoor,Hard,1st Round,3,Dimitrov G.,Karatsev A.,28.0,98.0,1440.0,555.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.12,1.41,3.6,1.35,3.18
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-13,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Bublik A.,130.0,50.0,422.0,865.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.77,2.16,1.83,2.16,1.75,2.05
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-13,ATP500,Indoor,Hard,1st Round,3,Barrere G.,Goffin D.,71.0,41.0,750.0,965.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.3,1.68,2.3,1.73,2.19,1.67
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-14,ATP500,Indoor,Hard,1st Round,3,Brouwer G.,Huesler M.A.,160.0,47.0,367.0,896.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.29,3.71,1.32,3.85,1.33,3.62,1.28
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-14,ATP500,Indoor,Hard,1st Round,3,Hurkacz H.,Bautista Agut R.,10.0,24.0,2950.0,1740.0,7.0,5.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.62,2.3,1.68,2.31,1.7,2.46,1.64,2.24
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-14,ATP500,Indoor,Hard,1st Round,3,Griekspoor T.,Ymer M.,61.0,72.0,789.0,741.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.9,1.98,1.91,2.06,1.83,1.97
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-14,ATP500,Indoor,Hard,1st Round,3,Zverev A.,Kwon S.W.,17.0,63.0,2275.0,784.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.57,2.54,1.58,2.62,1.53,2.46
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-14,ATP500,Indoor,Hard,1st Round,3,Auger-Aliassime F.,Sonego L.,8.0,60.0,3260.0,790.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.34,3.5,1.35,3.75,1.31,3.41
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-14,ATP500,Indoor,Hard,1st Round,3,Tsitsipas S.,Ruusuvuori E.,3.0,52.0,5940.0,846.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.88,1.2,6.26,1.15,5.33
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-14,ATP500,Indoor,Hard,1st Round,3,Medvedev D.,Davidovich Fokina A.,11.0,31.0,2750.0,1345.0,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.17,5.0,1.17,5.85,1.19,6.55,1.15,5.24
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,1st Round,3,Cressy M.,Van Rijthoven T.,40.0,110.0,991.0,494.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.63,1.48,2.85,1.57,2.85,1.5,2.55
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,1st Round,3,Sinner J.,Bonzi B.,14.0,48.0,2445.0,884.0,6.0,2.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.17,5.0,1.15,6.33,1.2,6.88,1.15,5.35
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,1st Round,3,Rune H.,Lestienne C.,9.0,54.0,3136.0,837.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,6.47,1.17,6.5,1.14,5.67
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Halys Q.,35.0,62.0,1135.0,785.0,5.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.67,2.2,1.78,2.14,1.78,2.25,1.69,2.14
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,1st Round,3,De Minaur A.,Rublev A.,25.0,5.0,1620.0,4065.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.8,1.49,2.92,1.5,2.71,1.45
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,2nd Round,3,Wawrinka S.,Gasquet R.,130.0,45.0,422.0,910.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.68,2.34,1.68,2.51,1.62,2.28
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,2nd Round,3,Dimitrov G.,Hurkacz H.,28.0,10.0,1440.0,2950.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.02,1.89,2.02,2.0,1.96,1.83
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,2nd Round,3,Griekspoor T.,Zverev A.,61.0,17.0,789.0,2275.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,2.85,1.49,3.0,1.5,2.79,1.43
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Barrere G.,8.0,71.0,3260.0,750.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.23,5.02,1.23,5.34,1.2,4.47
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,Medvedev D.,Van De Zandschulp B.,11.0,35.0,2750.0,1135.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.14,6.96,1.16,6.96,1.13,6.03
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,De Minaur A.,Cressy M.,25.0,40.0,1620.0,991.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.4,3.22,1.44,3.22,1.39,2.98
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,Sinner J.,Tsitsipas S.,14.0,3.0,2445.0,5940.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.13,1.8,2.25,1.8,2.16,1.68
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,Brouwer G.,Rune H.,160.0,9.0,367.0,3136.0,6.0,4.0,4.0,0.0,,,,,,,1.0,0.0,Retired,8.0,1.08,8.75,1.1,9.33,1.1,7.96,1.08
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Indoor,Hard,Quarterfinals,3,Dimitrov G.,De Minaur A.,28.0,25.0,1440.0,1620.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,2.01,1.9,2.12,1.9,2.03,1.77
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Indoor,Hard,Quarterfinals,3,Medvedev D.,Auger-Aliassime F.,11.0,8.0,2750.0,3260.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.64,2.42,1.74,2.42,1.63,2.26
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Indoor,Hard,Quarterfinals,3,Sinner J.,Wawrinka S.,14.0,130.0,2445.0,422.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.2,5.29,1.23,5.45,1.19,4.66
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Indoor,Hard,Quarterfinals,3,Griekspoor T.,Brouwer G.,61.0,160.0,789.0,367.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.38,3.36,1.4,3.51,1.33,3.27
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-18,ATP500,Indoor,Hard,Semifinals,3,Medvedev D.,Dimitrov G.,11.0,28.0,2750.0,1440.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.28,4.08,1.29,4.5,1.23,4.11
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-18,ATP500,Indoor,Hard,Semifinals,3,Sinner J.,Griekspoor T.,14.0,61.0,2445.0,789.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.84,1.18,6.55,1.15,5.45
