ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Ruud C.,Andreozzi G.,4.0,342.0,5515.0,144.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.07,9.0,1.09,9.58,1.09,10.25,1.07,8.27
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3,Berrettini M.,Molcan A.,24.0,57.0,1690.0,820.0,6.0,0.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.17,5.0,1.22,4.82,1.22,5.05,1.2,4.48
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3,Borges N.,Chappell N.,85.0,432.0,625.0,101.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.12,7.65,1.18,7.66,1.11,6.54
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3,Ymer E.,Mannarino A.,170.0,64.0,340.0,791.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,,,3.0,1.42,2.83,1.41
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,Altmaier D.,49.0,95.0,902.0,564.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.74,1.51,2.85,1.46,2.68
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3,Berrettini J.,Otte O.,842.0,78.0,19.0,656.0,3.0,6.0,7.0,6.0,2.0,1.0,,,,,1.0,1.0,Retired,5.5,1.14,5.73,1.17,5.73,1.18,5.1,1.16
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3,Mcdonald M.,Darderi L.,62.0,184.0,795.0,321.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.64,1.25,5.64,1.18,4.88
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3,De Minaur A.,Pacheco Mendez R.,22.0,1244.0,1710.0,5.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.02,19.0,1.02,35.33,1.03,35.33,1.01,16.91
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3,Mcdonald M.,Nakashima B.,62.0,49.0,795.0,902.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.9,2.01,1.91,2.05,1.86,1.93
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,Lopez F.,15.0,1035.0,2350.0,10.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.09,9.56,1.13,10.0,1.07,8.3
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3,Daniel T.,Ruud C.,125.0,4.0,448.0,5515.0,7.0,5.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.5,1.3,3.52,1.35,3.75,1.35,3.39,1.31
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3,Paul T.,Mmoh M.,23.0,86.0,1700.0,624.0,6.0,4.0,2.0,2.0,,,,,,,1.0,0.0,Retired,1.36,3.2,1.37,3.42,1.4,3.42,1.34,3.21
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3,De Minaur A.,Berrettini J.,22.0,842.0,1710.0,19.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.04,20.18,1.04,20.18,1.03,13.76
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3,Berrettini M.,Ymer E.,24.0,170.0,1690.0,340.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.09,9.37,1.1,9.5,1.07,8.08
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3,Fritz T.,Shapovalov D.,5.0,30.0,3660.0,1335.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.62,2.46,1.7,2.46,1.61,2.31
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3,Rune H.,Borges N.,10.0,85.0,3161.0,625.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.23,4.71,1.24,4.98,1.2,4.41
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3,Paul T.,Mcdonald M.,23.0,62.0,1700.0,795.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.62,2.45,1.68,2.45,1.63,2.27
15,Acapulco,Abierto Mexicano,2023-03-03,ATP500,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Daniel T.,22.0,125.0,1710.0,448.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,4.15,1.28,4.33,1.25,3.86
15,Acapulco,Abierto Mexicano,2023-03-03,ATP500,Outdoor,Hard,Quarterfinals,3,Fritz T.,Tiafoe F.,5.0,15.0,3660.0,2350.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.56,2.54,1.56,2.75,1.49,2.59
15,Acapulco,Abierto Mexicano,2023-03-03,ATP500,Outdoor,Hard,Quarterfinals,3,Rune H.,Berrettini M.,10.0,24.0,3161.0,1690.0,6.0,0.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.8,2.0,1.86,2.06,1.87,2.08,1.8,1.99
15,Acapulco,Abierto Mexicano,2023-03-04,ATP500,Outdoor,Hard,Semifinals,3,Paul T.,Fritz T.,23.0,5.0,1700.0,3660.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.5,1.53,2.6,1.58,2.72,1.58,2.49,1.53
15,Acapulco,Abierto Mexicano,2023-03-04,ATP500,Outdoor,Hard,Semifinals,3,De Minaur A.,Rune H.,22.0,10.0,1710.0,3161.0,3.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,2.75,1.44,2.69,1.53,2.75,1.54,2.61,1.48
15,Acapulco,Abierto Mexicano,2023-03-05,ATP500,Outdoor,Hard,The Final,3,De Minaur A.,Paul T.,22.0,23.0,1710.0,1700.0,3.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.67,2.2,1.67,2.35,1.72,2.35,1.65,2.24
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3,Kokkinakis T.,Halys Q.,101.0,73.0,532.0,701.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.7,2.27,1.7,2.43,1.59,2.33
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3,Sonego L.,Huesler M.A.,67.0,51.0,745.0,890.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.47,2.88,1.55,3.0,1.47,2.65
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3,Griekspoor T.,Lestienne C.,39.0,56.0,989.0,821.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.4,1.37,3.33,1.37,3.6,1.33,3.29
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Jaziri M.,29.0,444.0,1345.0,95.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.02,21.0,1.02,26.68,1.02,28.11,1.01,16.76
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3,Kotov P.,Popyrin A.,138.0,98.0,419.0,556.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.38,1.57,2.57,1.56,2.72,1.65,2.46,1.54
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,Krajinovic F.,6.0,70.0,3405.0,730.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.2,5.06,1.2,5.54,1.18,4.83
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Lehecka J.,16.0,47.0,2320.0,932.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.81,2.11,1.92,2.14,1.8,2.0
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Ruusuvuori E.,92.0,54.0,592.0,846.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.63,1.54,2.63,1.55,2.53,1.51
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,Cressy M.,9.0,36.0,3245.0,1016.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.34,3.52,1.36,3.63,1.31,3.39
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Khachanov K.,33.0,14.0,1160.0,2470.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.13,1.41,3.6,1.44,3.01,1.38
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Coric B.,Evans D.,20.0,28.0,1815.0,1380.0,2.0,2.0,,,,,,,,,0.0,0.0,Retired,1.53,2.5,1.56,2.58,1.58,2.58,1.54,2.45
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Ymer M.,Passaro F.,59.0,110.0,806.0,501.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.22,4.83,1.26,4.83,1.21,4.25
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Bublik A.,Lazarov A.,46.0,301.0,935.0,170.0,6.0,1.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.2,4.5,1.25,4.34,1.28,4.65,1.22,4.17
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Arnaldi M.,7.0,111.0,3320.0,497.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.02,19.0,1.02,25.83,1.02,25.83,1.01,16.79
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Djokovic N.,Machac T.,1.0,130.0,6980.0,435.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.05,11.0,1.04,15.85,1.06,16.05,1.04,11.28
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Hurkacz H.,Shevchenko A.,11.0,119.0,3065.0,463.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.1,7.0,1.1,8.9,1.1,10.8,1.09,7.38
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,Davidovich Fokina A.,6.0,29.0,3405.0,1345.0,1.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.3,3.5,1.35,3.55,1.4,3.86,1.32,3.34
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Ymer M.,33.0,59.0,1160.0,806.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.89,2.02,1.89,2.1,1.82,1.97
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Sonego L.,Auger-Aliassime F.,67.0,9.0,745.0,3245.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,3.6,1.34,4.0,1.34,3.63,1.28
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Zverev A.,O Connell C.,16.0,92.0,2320.0,592.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.29,4.04,1.3,4.07,1.26,3.79
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Coric B.,Kokkinakis T.,20.0,101.0,1815.0,532.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.73,2.1,1.79,2.15,1.8,2.21,1.73,2.1
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Griekspoor T.,1.0,39.0,6980.0,989.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.08,10.49,1.09,10.67,1.06,8.87
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Medvedev D.,Bublik A.,7.0,46.0,3320.0,935.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.37,1.16,6.55,1.14,5.62
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Hurkacz H.,Kotov P.,11.0,138.0,3065.0,419.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.25,4.52,1.27,4.7,1.22,4.17
16,Dubai ,Dubai Tennis Championships,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3,Zverev A.,Sonego L.,16.0,67.0,2320.0,745.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.51,2.76,1.51,3.0,1.44,2.76
16,Dubai ,Dubai Tennis Championships,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3,Rublev A.,Van De Zandschulp B.,6.0,33.0,3405.0,1160.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.38,3.31,1.46,3.31,1.39,2.97
16,Dubai ,Dubai Tennis Championships,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Hurkacz H.,1.0,11.0,6980.0,3065.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.12,7.59,1.13,7.66,1.11,6.7
16,Dubai ,Dubai Tennis Championships,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Coric B.,7.0,20.0,3320.0,1815.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,5.37,1.23,5.37,1.19,4.65
16,Dubai ,Dubai Tennis Championships,2023-03-03,ATP500,Outdoor,Hard,Semifinals,3,Rublev A.,Zverev A.,6.0,16.0,3405.0,2320.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.23,1.74,2.3,1.74,2.15,1.69
16,Dubai ,Dubai Tennis Championships,2023-03-03,ATP500,Outdoor,Hard,Semifinals,3,Medvedev D.,Djokovic N.,7.0,1.0,3320.0,6980.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.89,1.47,2.95,1.48,2.77,1.44
16,Dubai ,Dubai Tennis Championships,2023-03-04,ATP500,Outdoor,Hard,The Final,3,Medvedev D.,Rublev A.,7.0,6.0,3320.0,3405.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.46,1.25,4.51,1.23,4.18
17,Santiago,Chile Open,2023-02-27,ATP250,Indoor,Clay,1st Round,3,Hanfmann Y.,Martinez P.,153.0,117.0,386.0,476.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.63,2.41,1.73,2.41,1.64,2.24
17,Santiago,Chile Open,2023-02-27,ATP250,Indoor,Clay,1st Round,3,Cerundolo J.M.,Cachin P.,108.0,61.0,515.0,797.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.63,1.56,2.39,1.56,2.65,1.51,2.5
17,Santiago,Chile Open,2023-02-27,ATP250,Indoor,Clay,1st Round,3,Bonadio R.,Galan D.E.,182.0,83.0,323.0,639.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.5,1.59,2.78,1.59,2.51,1.51
17,Santiago,Chile Open,2023-02-27,ATP250,Indoor,Clay,1st Round,3,Munar J.,Tabilo A.,66.0,186.0,777.0,314.0,6.0,0.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.3,1.62,2.26,1.7,2.38,1.71,2.2,1.65
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3,Etcheverry T.,Fognini F.,76.0,82.0,684.0,643.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.7,2.26,1.7,2.43,1.64,2.22
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3,Monteiro T.,Ramos-Vinolas A.,84.0,50.0,631.0,890.0,7.0,5.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.67,2.25,1.71,2.25,1.74,2.18,1.66
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3,Lajovic D.,Ugo Carabelli C.,75.0,122.0,693.0,456.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.36,3.37,1.4,3.45,1.35,3.13
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3,Carballes Baena R.,Taberner C.,74.0,181.0,695.0,324.0,6.0,1.0,,,,,,,,,1.0,0.0,Retired,1.36,3.2,1.41,3.12,1.42,3.25,1.38,2.97
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3,Djere L.,Sousa J.,55.0,147.0,835.0,401.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.23,4.57,1.25,4.57,1.22,4.15
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3,Cecchinato M.,Bagnis F.,91.0,94.0,592.0,570.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.67,2.24,1.71,2.27,1.73,2.17,1.67
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3,Jarry N.,Varillas J.P.,87.0,77.0,616.0,681.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.57,2.55,1.62,2.61,1.55,2.41
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3,Garin C.,Thiem D.,100.0,99.0,546.0,550.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.25,1.71,2.25,1.75,2.17,1.67
17,Santiago,Chile Open,2023-03-01,ATP250,Indoor,Clay,2nd Round,3,Hanfmann Y.,Carballes Baena R.,153.0,74.0,386.0,695.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.57,2.58,1.58,2.58,1.54,2.46
17,Santiago,Chile Open,2023-03-01,ATP250,Indoor,Clay,2nd Round,3,Munar J.,Musetti L.,66.0,18.0,777.0,1855.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,3.08,1.43,3.08,1.45,2.81,1.42
17,Santiago,Chile Open,2023-03-01,ATP250,Indoor,Clay,2nd Round,3,Monteiro T.,Cecchinato M.,84.0,91.0,631.0,592.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.38,1.61,2.47,1.61,2.54,1.56,2.4
17,Santiago,Chile Open,2023-03-01,ATP250,Indoor,Clay,2nd Round,3,Jarry N.,Schwartzman D.,87.0,37.0,616.0,1010.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.2,1.38,3.28,1.4,3.5,1.35,3.17
17,Santiago,Chile Open,2023-03-02,ATP250,Indoor,Clay,2nd Round,3,Lajovic D.,Cerundolo J.M.,75.0,108.0,693.0,515.0,6.0,2.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.63,1.58,2.55,1.59,2.72,1.52,2.49
17,Santiago,Chile Open,2023-03-02,ATP250,Indoor,Clay,2nd Round,3,Djere L.,Bonadio R.,55.0,182.0,835.0,323.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.7,1.19,6.38,1.16,5.06
17,Santiago,Chile Open,2023-03-02,ATP250,Indoor,Clay,2nd Round,3,Etcheverry T.,Cerundolo F.,76.0,32.0,684.0,1275.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.28,1.71,2.3,1.71,2.24,1.63
17,Santiago,Chile Open,2023-03-02,ATP250,Indoor,Clay,2nd Round,3,Baez S.,Garin C.,35.0,100.0,1045.0,546.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.65,2.4,1.67,2.5,1.61,2.31
17,Santiago,Chile Open,2023-03-03,ATP250,Indoor,Clay,Quarterfinals,3,Etcheverry T.,Lajovic D.,76.0,75.0,684.0,693.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.98,1.93,2.1,1.93,1.98,1.82
17,Santiago,Chile Open,2023-03-03,ATP250,Indoor,Clay,Quarterfinals,3,Baez S.,Djere L.,35.0,55.0,1045.0,835.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.44,1.64,2.6,1.56,2.4
17,Santiago,Chile Open,2023-03-03,ATP250,Indoor,Clay,Quarterfinals,3,Munar J.,Monteiro T.,66.0,84.0,777.0,631.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.69,2.31,1.76,2.45,1.67,2.19
17,Santiago,Chile Open,2023-03-04,ATP250,Indoor,Clay,Quarterfinals,3,Jarry N.,Hanfmann Y.,87.0,153.0,616.0,386.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.6,2.52,1.63,2.52,1.57,2.37
17,Santiago,Chile Open,2023-03-04,ATP250,Indoor,Clay,Semifinals,3,Etcheverry T.,Baez S.,76.0,35.0,684.0,1045.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.61,1.56,2.68,1.56,2.54,1.51
17,Santiago,Chile Open,2023-03-04,ATP250,Indoor,Clay,Semifinals,3,Jarry N.,Munar J.,87.0,66.0,616.0,777.0,1.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.47,2.91,1.53,2.92,1.46,2.7
17,Santiago,Chile Open,2023-03-05,ATP250,Indoor,Clay,The Final,3,Jarry N.,Etcheverry T.,87.0,76.0,616.0,684.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.91,1.91,1.97,1.93,2.1,2.06,1.93,1.87
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Zapata Miralles B.,77.0,42.0,678.0,959.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.85,1.53,2.87,1.46,2.72
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,Kovacevic A.,73.0,107.0,731.0,527.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.74,2.21,1.74,2.46,1.68,2.19
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Ivashka I.,Safiullin R.,85.0,113.0,651.0,513.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.04,1.85,2.1,1.9,1.98,1.84
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Otte O.,Djere L.,82.0,54.0,656.0,860.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.51,1.58,2.52,1.58,2.44,1.55
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Kubler J.,Sonego L.,75.0,60.0,710.0,835.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.74,1.51,2.75,1.51,2.63,1.49
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Nakashima B.,Isner J.,48.0,39.0,927.0,995.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.91,1.91,2.03,1.86,2.03,1.98,1.95,1.86
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Cachin P.,Basilashvili N.,66.0,118.0,797.0,481.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.19,1.75,2.2,1.78,2.13,1.72
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Lestienne C.,59.0,62.0,846.0,821.0,6.0,4.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.44,2.75,1.49,2.81,1.49,2.9,1.44,2.77
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Carballes Baena R.,103.0,79.0,548.0,665.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.46,2.91,1.46,3.2,1.41,2.91
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Garin C.,Galan D.E.,97.0,89.0,566.0,639.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.46,2.89,1.46,3.0,1.43,2.84
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Wu Y.,Munar J.,67.0,58.0,793.0,847.0,6.0,7.0,6.0,0.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.2,1.4,3.11,1.41,3.21,1.38,3.06
18,Indian Wells,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Lehecka J.,Rinderknech A.,47.0,72.0,932.0,737.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.29,3.87,1.29,4.0,1.26,3.8
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,Coria F.,38.0,64.0,1010.0,810.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.61,2.46,1.61,2.66,1.53,2.51
